"GA","BMI","eta_base"
19,42.8,-2.82499983009757
19.1,42.8,-2.81622908405993
19.2,42.8,-2.80723701767037
19.3,42.8,-2.7980211474687
19.4,42.8,-2.78857944746648
19.5,42.8,-2.77891038682676
19.6,42.8,-2.76901292751072
19.7,42.8,-2.75888650972849
19.8,42.8,-2.74853107618563
19.9,42.8,-2.73794708682034
20,42.8,-2.72713548998267
20.1,42.8,-2.71609772870206
20.2,42.8,-2.70483576669929
20.3,42.8,-2.69335205593667
20.4,42.8,-2.68164952540948
20.5,42.8,-2.66973160310143
20.6,42.8,-2.65760219496621
20.7,42.8,-2.64526565654583
20.8,42.8,-2.63272680107658
20.9,42.8,-2.61999089463134
21,42.8,-2.60706361569799
21.1,42.8,-2.59395104729417
21.2,42.8,-2.58065968073464
21.3,42.8,-2.56719637359207
21.4,42.8,-2.55356832817745
21.5,42.8,-2.53978309106757
21.6,42.8,-2.52584852041698
21.7,42.8,-2.51177275299492
21.8,42.8,-2.49756419385177
21.9,42.8,-2.48323149361296
22,42.8,-2.4687830674327
22.1,42.8,-2.45422608873778
22.2,42.8,-2.43956761090969
22.3,42.8,-2.42481481732199
22.4,42.8,-2.40997496729867
22.5,42.8,-2.39505532246267
22.6,42.8,-2.38006314443692
22.7,42.8,-2.36500569484435
22.8,42.8,-2.34989022972815
22.9,42.8,-2.33472396925557
23,42.8,-2.31951407284731
23.1,42.8,-2.30426761489487
23.2,42.8,-2.28899154909069
23.3,42.8,-2.27369268640856
23.4,42.8,-2.25837767506215
23.5,42.8,-2.24305296398165
23.6,42.8,-2.22772477894768
23.7,42.8,-2.21239911023653
23.8,42.8,-2.19708168121625
23.9,42.8,-2.18177791636836
24,42.8,-2.16649293796283
24.1,42.8,-2.15123154489895
24.2,42.8,-2.13599817283973
24.3,42.8,-2.12079689531825
24.4,42.8,-2.10563141513472
24.5,42.8,-2.09050502631227
24.6,42.8,-2.0754206081674
24.7,42.8,-2.06038063169748
24.8,42.8,-2.04538713296486
24.9,42.8,-2.03044169323833
25,42.8,-2.01554545870857
10,42.9,-3.63628025270594
10.1,42.9,-3.62412111739931
10.2,42.9,-3.61196198209268
10.3,42.9,-3.59980284678605
10.4,42.9,-3.58764371147942
10.5,42.9,-3.57548457617279
10.6,42.9,-3.56332544086616
10.7,42.9,-3.55116630555953
10.8,42.9,-3.53900717025289
10.9,42.9,-3.52684803494626
11,42.9,-3.51468889963963
11.1,42.9,-3.50253021834274
11.2,42.9,-3.49037429830022
11.3,42.9,-3.47822452604292
11.4,42.9,-3.46608506134744
11.5,42.9,-3.45396080154342
11.6,42.9,-3.44185727765954
11.7,42.9,-3.4297805632146
11.8,42.9,-3.41773722963133
11.9,42.9,-3.40573427627668
12,42.9,-3.39377904075701
12.1,42.9,-3.38187914828133
12.2,42.9,-3.37004245727907
12.3,42.9,-3.35827698315674
12.4,42.9,-3.34659084816757
12.5,42.9,-3.33499223048093
12.6,42.9,-3.3234893032948
12.7,42.9,-3.31209019094579
12.8,42.9,-3.30080292248785
12.9,42.9,-3.28963537700323
13,42.9,-3.27859525120123
13.1,42.9,-3.26769002286487
13.2,42.9,-3.25692689575515
13.3,42.9,-3.24631277755413
13.4,42.9,-3.23585425688966
13.5,42.9,-3.22555755264154
13.6,42.9,-3.21542849127036
13.7,42.9,-3.20547250087807
13.8,42.9,-3.19569457365263
13.9,42.9,-3.1860992328382
14,42.9,-3.17669054316626
14.1,42.9,-3.1674720918874
14.2,42.9,-3.15844694714551
14.3,42.9,-3.1496176756552
14.4,42.9,-3.1409863431237
14.5,42.9,-3.13255447784739
14.6,42.9,-3.12432285958137
14.7,42.9,-3.11628897204829
14.8,42.9,-3.10844785419646
14.9,42.9,-3.10079397073717
15,42.9,-3.09332128624826
15.1,42.9,-3.08602326461609
15.2,42.9,-3.07889285079091
15.3,42.9,-3.07192251111082
15.4,42.9,-3.06510425074976
15.5,42.9,-3.05842960068227
15.6,42.9,-3.05188964698315
15.7,42.9,-3.04547506477407
15.8,42.9,-3.03917611886812
15.9,42.9,-3.03298267857531
16,42.9,-3.02688426210347
16.1,42.9,-3.02087005147557
16.2,42.9,-3.01492890067997
16.3,42.9,-3.00904938060833
16.4,42.9,-3.00321980490234
16.5,42.9,-2.99742824221408
16.6,42.9,-2.99166255331779
16.7,42.9,-2.9859104247241
16.8,42.9,-2.98015938810195
16.9,42.9,-2.97439685085258
17,42.9,-2.96861013215132
17.1,42.9,-2.96278648704447
17.2,42.9,-2.95691313653449
17.3,42.9,-2.95097730134552
17.4,42.9,-2.94496622689109
17.5,42.9,-2.93886721547574
17.6,42.9,-2.93266765840611
17.7,42.9,-2.92635505809973
17.8,42.9,-2.91991705915203
17.9,42.9,-2.91334148411251
18,42.9,-2.90661634979071
18.1,42.9,-2.89972989248225
18.2,42.9,-2.89267077662216
18.3,42.9,-2.88543074420032
18.4,42.9,-2.87800415372472
18.5,42.9,-2.87038573501789
18.6,42.9,-2.86257026789366
18.7,42.9,-2.85455271551473
18.8,42.9,-2.84632842478956
18.9,42.9,-2.83789315822276
19,42.9,-2.8292430862098
19.1,42.9,-2.8203748056783
19.2,42.9,-2.81128538032721
19.3,42.9,-2.80197232842195
19.4,42.9,-2.79243362569971
19.5,42.9,-2.78266774304915
19.6,42.9,-2.77267364415706
19.7,42.9,-2.7624507709592
19.8,42.9,-2.75199906788673
19.9,42.9,-2.74131899660347
20,42.9,-2.73041150718508
20.1,42.9,-2.71927804438663
20.2,42.9,-2.7079205736545
20.3,42.9,-2.69634154867663
20.4,42.9,-2.6845439001739
20.5,42.9,-2.67253105785565
20.6,42.9,-2.66030692940119
20.7,42.9,-2.64787587207812
20.8,42.9,-2.63524270084836
20.9,42.9,-2.62241268351042
21,42.9,-2.60939150027776
21.1,42.9,-2.59618523589368
21.2,42.9,-2.58280038339852
21.3,42.9,-2.56924380209058
21.4,42.9,-2.55552269600647
21.5,42.9,-2.54164461344859
21.6,42.9,-2.52761741429709
21.7,42.9,-2.51344923704685
21.8,42.9,-2.49914848847385
21.9,42.9,-2.48472382092885
22,42.9,-2.47018365029353
22.1,42.9,-2.45553514749708
22.2,42.9,-2.44078536277312
22.3,42.9,-2.42594147634728
22.4,42.9,-2.41101074439564
22.5,42.9,-2.39600042539324
22.6,42.9,-2.3809177778151
22.7,42.9,-2.36577006013626
22.8,42.9,-2.35056452525196
22.9,42.9,-2.33530839018158
23,42.9,-2.3200088111979
23.1,42.9,-2.30467285954451
23.2,42.9,-2.28930748576595
23.3,42.9,-2.27391949768808
23.4,42.9,-2.25851554037669
23.5,42.9,-2.24310205961405
23.6,42.9,-2.22768527803286
23.7,42.9,-2.21227118276153
23.8,42.9,-2.19686549402017
23.9,42.9,-2.18147363314243
24,42.9,-2.16610071925034
24.1,42.9,-2.15075154809529
24.2,42.9,-2.13543055219238
24.3,42.9,-2.1201418019268
24.4,42.9,-2.10488899695084
24.5,42.9,-2.08967542813972
24.6,42.9,-2.07450397166203
24.7,42.9,-2.05937709536723
24.8,42.9,-2.04429683216977
24.9,42.9,-2.02926476019053
25,42.9,-2.01428202247229
10,43,-3.64660806179611
10.1,43,-3.63441415577644
10.2,43,-3.62222024975677
10.3,43,-3.61002634373711
10.4,43,-3.59783243771744
10.5,43,-3.58563853169777
10.6,43,-3.5734446256781
10.7,43,-3.56125071965844
10.8,43,-3.54905681363877
10.9,43,-3.5368629076191
11,43,-3.52466900159944
11.1,43,-3.51247554061459
11.2,43,-3.50028478703454
11.3,43,-3.4881000735406
11.4,43,-3.47592550605982
11.5,43,-3.46376592807226
11.6,43,-3.45162681675705
11.7,43,-3.43951419178343
11.8,43,-3.42743457072459
11.9,43,-3.41539489909791
12,43,-3.40340246066017
12.1,43,-3.39146482677086
12.2,43,-3.37958980200983
12.3,43,-3.36778534793404
12.4,43,-3.35605953294716
12.5,43,-3.34442048136901
12.6,43,-3.332876312548
12.7,43,-3.32143509697118
12.8,43,-3.31010480984296
12.9,43,-3.29889327639602
13,43,-3.2878081394901
13.1,43,-3.27685682305866
13.2,43,-3.26604647701317
13.3,43,-3.2553839551861
13.4,43,-3.24487579235575
13.5,43,-3.23452815355237
13.6,43,-3.22434681138699
13.7,43,-3.214337140112
13.8,43,-3.2045040780658
13.9,43,-3.19485209464299
14,43,-3.18538520072552
14.1,43,-3.17610692971438
14.2,43,-3.16702029590392
14.3,43,-3.15812781215921
14.4,43,-3.14943149033791
14.5,43,-3.14093280488682
14.6,43,-3.13263248665596
14.7,43,-3.1245280332077
14.8,43,-3.11661454046001
14.9,43,-3.10888653094162
15,43,-3.10133802704782
15.1,43,-3.09396255048244
15.2,43,-3.08675310401317
15.3,43,-3.07970221179557
15.4,43,-3.07280193682101
15.5,43,-3.06604386788151
15.6,43,-3.05941914886931
15.7,43,-3.05291851272353
15.8,43,-3.04653228207473
15.9,43,-3.04025038405035
16,43,-3.03406239467569
16.1,43,-3.02795755379115
16.2,43,-3.02192477320256
16.3,43,-3.01595268161904
16.4,43,-3.01002965049971
16.5,43,-3.00414380631412
16.6,43,-2.99828306765396
16.7,43,-2.99243517884731
16.8,43,-2.98658772938055
16.9,43,-2.98072818447239
17,43,-2.97484392111561
17.1,43,-2.96892225217396
17.2,43,-2.96295045646734
17.3,43,-2.95691581253737
17.4,43,-2.95080562361501
17.5,43,-2.94460724982226
17.6,43,-2.93830814028321
17.7,43,-2.93189585523285
17.8,43,-2.92535809708405
17.9,43,-2.91868274620376
18,43,-2.911857877219
18.1,43,-2.90487178424282
18.2,43,-2.89771318776031
18.3,43,-2.89037385612474
18.4,43,-2.88284814957448
18.5,43,-2.8751307989168
18.6,43,-2.86721658495025
18.7,43,-2.8591004718223
18.8,43,-2.85077780742614
18.9,43,-2.84224435525114
19,43,-2.83349628667749
19.1,43,-2.82453019961757
19.2,43,-2.81534315875507
19.3,43,-2.80593268334016
19.4,43,-2.79629675009477
19.5,43,-2.78643383089229
19.6,43,-2.77634289040427
19.7,43,-2.76602337155122
19.8,43,-2.75547521974902
19.9,43,-2.74469889764625
20,43,-2.73369535630331
20.1,43,-2.72246604146002
20.2,43,-2.71101291954749
20.3,43,-2.69933844523842
20.4,43,-2.68744555023843
20.5,43,-2.6753376652416
20.6,43,-2.66301869891198
20.7,43,-2.65049300950191
20.8,43,-2.63776541295808
20.9,43,-2.62484117806371
21,43,-2.61172598601703
21.1,43,-2.59842592254607
21.2,43,-2.58494748167591
21.3,43,-2.57129752368961
21.4,43,-2.55748325360851
21.5,43,-2.54351222071976
21.6,43,-2.52939228588826
21.7,43,-2.51513158859362
21.8,43,-2.50073853659657
21.9,43,-2.48622178323236
22,43,-2.47158974453603
22.1,43,-2.45684958890381
22.2,43,-2.44200836349465
22.3,43,-2.42707324545956
22.4,43,-2.41205148789997
22.5,43,-2.39695034621627
22.6,43,-2.38177707580884
22.7,43,-2.36653893207805
22.8,43,-2.35124316484453
22.9,43,-2.33589698805299
23,43,-2.32050755490157
23.1,43,-2.30508193355921
23.2,43,-2.28962707149581
23.3,43,-2.27414977346259
23.4,43,-2.25865668145067
23.5,43,-2.24315423816769
23.6,43,-2.22764866317171
23.7,43,-2.21214594051648
23.8,43,-2.19665178734747
23.9,43,-2.18117162192368
24,43,-2.16571056029251
24.1,43,-2.15027339513068
24.2,43,-2.13486455587866
24.3,43,-2.11948810984698
24.4,43,-2.1041477536133
24.5,43,-2.08884677497818
24.6,43,-2.07358804703558
24.7,43,-2.0583740345603
24.8,43,-2.04320676739214
24.9,43,-2.02808782057735
25,43,-2.01301833408405
10,43.1,-3.65697039820923
10.1,43.1,-3.64474178737722
10.2,43.1,-3.63251317654521
10.3,43.1,-3.6202845657132
10.4,43.1,-3.60805595488119
10.5,43.1,-3.59582734404918
10.6,43.1,-3.58359873321717
10.7,43.1,-3.57137012238516
10.8,43.1,-3.55914151155315
10.9,43.1,-3.54691290072114
11,43.1,-3.53468428988913
11.1,43.1,-3.5224561149985
11.2,43.1,-3.51023059295203
11.3,43.1,-3.49801100187041
11.4,43.1,-3.48580139312003
11.5,43.1,-3.47360655562033
11.6,43.1,-3.46143191198981
11.7,43.1,-3.44928342733707
11.8,43.1,-3.43716756467465
11.9,43.1,-3.42509121495931
12,43.1,-3.4130616073872
12.1,43.1,-3.40108625875716
12.2,43.1,-3.3891729190884
12.3,43.1,-3.37732949537727
12.4,43.1,-3.36556400146678
12.5,43.1,-3.35388450711612
12.6,43.1,-3.34229907711308
12.7,43.1,-3.33081572738406
12.8,43.1,-3.31944237857284
12.9,43.1,-3.30818680135146
13,43.1,-3.29705658401903
13.1,43.1,-3.28605909594837
13.2,43.1,-3.27520143249031
13.3,43.1,-3.2644903929167
13.4,43.1,-3.25393245744519
13.5,43.1,-3.2435337365454
13.6,43.1,-3.23329994826772
13.7,43.1,-3.22323641230391
13.8,43.1,-3.21334801243175
13.9,43.1,-3.20363916348517
14,43.1,-3.1941138217855
14.1,43.1,-3.18477546617311
14.2,43.1,-3.1756270563817
14.3,43.1,-3.1666710507157
14.4,43.1,-3.15790940647214
14.5,43.1,-3.1493435435372
14.6,43.1,-3.14097414323403
14.7,43.1,-3.13279871747708
14.8,43.1,-3.12481242044574
14.9,43.1,-3.11700983379331
15,43.1,-3.10938503903966
15.1,43.1,-3.10193161701318
15.2,43.1,-3.09464262960613
15.3,43.1,-3.08751066009863
15.4,43.1,-3.08052783060665
15.5,43.1,-3.07368578904677
15.6,43.1,-3.06697573843578
15.7,43.1,-3.0603884708374
15.8,43.1,-3.05391436800673
15.9,43.1,-3.0475434161958
16,43.1,-3.04126525055448
16.1,43.1,-3.03506917004774
16.2,43.1,-3.02894414560598
16.3,43.1,-3.02287886506287
16.4,43.1,-3.01686175900214
16.5,43.1,-3.01088101301787
16.6,43.1,-3.00492460482635
16.7,43.1,-2.99898033788021
16.8,43.1,-2.99303586079042
16.9,43.1,-2.98707869790024
17,43.1,-2.98109628532704
17.1,43.1,-2.97507599505912
17.2,43.1,-2.96900516504098
17.3,43.1,-2.96287113293877
17.4,43.1,-2.95666126110804
17.5,43.1,-2.95036296879538
17.6,43.1,-2.94396376424943
17.7,43.1,-2.93745126682974
17.8,43.1,-2.93081323807377
17.9,43.1,-2.92403761747304
18,43.1,-2.91711253877913
18.1,43.1,-2.91002635522966
18.2,43.1,-2.9027678446038
18.3,43.1,-2.89532880180218
18.4,43.1,-2.88770358809791
18.5,43.1,-2.87988693456079
18.6,43.1,-2.87187362225188
18.7,43.1,-2.86365861558115
18.8,43.1,-2.85523726270431
18.9,43.1,-2.84660532737323
19,43.1,-2.83775898123062
19.1,43.1,-2.82869482245136
19.2,43.1,-2.81940991598166
19.3,43.1,-2.8099017813342
19.4,43.1,-2.80016839549341
19.5,43.1,-2.7902082305952
19.6,43.1,-2.78002025157364
19.7,43.1,-2.76960390161172
19.8,43.1,-2.75895912638786
19.9,43.1,-2.74808638881314
20,43.1,-2.73698664021047
20.1,43.1,-2.72566132658218
20.2,43.1,-2.7141124146219
20.3,43.1,-2.70234235926482
20.4,43.1,-2.69035409247909
20.5,43.1,-2.67815104522129
20.6,43.1,-2.66573712641797
20.7,43.1,-2.65311669458402
20.8,43.1,-2.64029456592859
20.9,43.1,-2.62727600949745
21,43.1,-2.61406670675132
21.1,43.1,-2.60067274368074
21.2,43.1,-2.58710061457331
21.3,43.1,-2.5733571799746
21.4,43.1,-2.55944964516846
21.5,43.1,-2.54538555970453
21.6,43.1,-2.53117278471025
21.7,43.1,-2.51681945992773
21.8,43.1,-2.50233399338021
21.9,43.1,-2.48772503866525
22,43.1,-2.47300101141154
22.1,43.1,-2.45816907744787
22.2,43.1,-2.44323628092998
22.3,43.1,-2.42820979600563
22.4,43.1,-2.41309687277304
22.5,43.1,-2.39790476362936
22.6,43.1,-2.38264072097174
22.7,43.1,-2.36731199719735
22.8,43.1,-2.35192583912355
22.9,43.1,-2.33648945769185
23,43.1,-2.32101000309716
23.1,43.1,-2.30549454050518
23.2,43.1,-2.2899500143826
23.3,43.1,-2.2743832264774
23.4,43.1,-2.25880081577748
23.5,43.1,-2.24320922198725
23.6,43.1,-2.22761466166153
23.7,43.1,-2.21202311585086
23.8,43.1,-2.19644029869748
23.9,43.1,-2.18087162545714
24,43.1,-2.16532220917404
24.1,43.1,-2.14979683952166
24.2,43.1,-2.13429994293725
24.3,43.1,-2.11883558372811
24.4,43.1,-2.10340745546866
24.5,43.1,-2.08801884295625
24.6,43.1,-2.07267261628159
24.7,43.1,-2.05737123721628
24.8,43.1,-2.04211673259688
24.9,43.1,-2.0269106744664
25,43.1,-2.01175419978975
10,43.2,-3.66736616023826
10.1,43.2,-3.65510290879393
10.2,43.2,-3.64283965734961
10.3,43.2,-3.63057640590529
10.4,43.2,-3.61831315446096
10.5,43.2,-3.60604990301664
10.6,43.2,-3.59378665157232
10.7,43.2,-3.58152340012799
10.8,43.2,-3.56926014868367
10.9,43.2,-3.55699689723935
11,43.2,-3.54473364579502
11.1,43.2,-3.53247082108318
11.2,43.2,-3.52021059396215
11.3,43.2,-3.50795618729923
11.4,43.2,-3.49571159720746
11.5,43.2,-3.48348155735293
11.6,43.2,-3.47127143510076
11.7,43.2,-3.45908714030619
11.8,43.2,-3.44693508072841
11.9,43.2,-3.4348220920708
12,43.2,-3.42275534827616
12.1,43.2,-3.41074231088996
12.2,43.2,-3.39879067467805
12.3,43.2,-3.38690829138341
12.4,43.2,-3.37510311959571
12.5,43.2,-3.36338317382075
12.6,43.2,-3.35175646359296
12.7,43.2,-3.34023094958539
12.8,43.2,-3.32881449718846
12.9,43.2,-3.31751482182083
13,43.2,-3.30633945652826
13.1,43.2,-3.29529571543021
13.2,43.2,-3.28439063862413
13.3,43.2,-3.27363097012852
13.4,43.2,-3.26302313490767
13.5,43.2,-3.25257318817784
13.6,43.2,-3.24228679273605
13.7,43.2,-3.23216921302069
13.8,43.2,-3.22222527755618
13.9,43.2,-3.2124593459231
14,43.2,-3.2028753191894
14.1,43.2,-3.1934766209421
14.2,43.2,-3.18426615566154
14.3,43.2,-3.17524632639878
14.4,43.2,-3.16641903519748
14.5,43.2,-3.15778564669046
14.6,43.2,-3.14934679206839
14.7,43.2,-3.1410999980968
14.8,43.2,-3.133040478475
14.9,43.2,-3.12516287525424
15,43.2,-3.11746133035234
15.1,43.2,-3.10992948499565
15.2,43.2,-3.10256046147438
15.3,43.2,-3.09534690346663
15.4,43.2,-3.0882809934863
15.5,43.2,-3.08135443984793
15.6,43.2,-3.07455850596628
15.7,43.2,-3.06788404430302
15.8,43.2,-3.0613214970112
15.9,43.2,-3.05486091074081
16,43.2,-3.04849198103967
16.1,43.2,-3.04220406727072
16.2,43.2,-3.03598620076231
16.3,43.2,-3.02982712974607
16.4,43.2,-3.02371534520366
16.5,43.2,-3.01763909312716
16.6,43.2,-3.01158641163079
16.7,43.2,-3.00554516456513
16.8,43.2,-2.99950306093913
16.9,43.2,-2.99344768549398
17,43.2,-2.98736653474503
17.1,43.2,-2.98124704107851
17.2,43.2,-2.97507660283689
17.3,43.2,-2.9688426180843
17.4,43.2,-2.96253250957421
17.5,43.2,-2.95613375695117
17.6,43.2,-2.9496339288618
17.7,43.2,-2.94302070506359
17.8,43.2,-2.93628190749195
17.9,43.2,-2.92940553603638
18,43.2,-2.92237978484638
18.1,43.2,-2.91519306755756
18.2,43.2,-2.90783422045505
18.3,43.2,-2.90029506516607
18.4,43.2,-2.89256996332084
18.5,43.2,-2.88465364554805
18.6,43.2,-2.8765408924677
18.7,43.2,-2.86822666804865
18.8,43.2,-2.85970632000555
18.9,43.2,-2.85097561164917
19,43.2,-2.84203071418115
19.1,43.2,-2.83286822533527
19.2,43.2,-2.82348520961667
19.3,43.2,-2.81387918609692
19.4,43.2,-2.80404813131939
19.5,43.2,-2.79399051697891
19.6,43.2,-2.78370530756844
19.7,43.2,-2.7731919458299
19.8,43.2,-2.76245037700062
19.9,43.2,-2.7514810635506
20,43.2,-2.74028495636168
20.1,43.2,-2.72886350099507
20.2,43.2,-2.71721866370334
20.3,43.2,-2.70535289898059
20.4,43.2,-2.69326913835389
20.5,43.2,-2.68097081233872
20.6,43.2,-2.66846182942057
20.7,43.2,-2.65574654767323
20.8,43.2,-2.64282978286477
20.9,43.2,-2.62971680359986
21,43.2,-2.61641329089815
21.1,43.2,-2.6029253303091
21.2,43.2,-2.58925941567922
21.3,43.2,-2.57542240711299
21.4,43.2,-2.56142150945318
21.5,43.2,-2.54726427180835
21.6,43.2,-2.53295855486484
21.7,43.2,-2.51851249792369
21.8,43.2,-2.50393450856705
21.9,43.2,-2.48923323995125
22,43.2,-2.47441710675337
22.1,43.2,-2.4594932722012
22.2,43.2,-2.4444687775168
22.3,43.2,-2.42935079391428
22.4,43.2,-2.41414656855822
22.5,43.2,-2.3988633509121
22.6,43.2,-2.38350839043944
22.7,43.2,-2.36808893660373
22.8,43.2,-2.35261223328871
22.9,43.2,-2.33708548850221
23,43.2,-2.32151584950551
23.1,43.2,-2.30591037853064
23.2,43.2,-2.29027601711065
23.3,43.2,-2.27461956405986
23.4,43.2,-2.25894765543252
23.5,43.2,-2.24326672799939
23.6,43.2,-2.22758299538164
23.7,43.2,-2.21190243569615
23.8,43.2,-2.19623076015151
23.9,43.2,-2.18057338106984
24,43.2,-2.16493540856165
24.1,43.2,-2.14932162936679
24.2,43.2,-2.13373646698886
24.3,43.2,-2.11818398280149
24.4,43.2,-2.10266786744547
24.5,43.2,-2.08719140278448
24.6,43.2,-2.0717574559756
24.7,43.2,-2.05636848585675
24.8,43.2,-2.04102651633085
24.9,43.2,-2.02573311650727
25,43.2,-2.01048942041725
10,43.3,-3.67779424567389
10.1,43.3,-3.66549641611662
10.2,43.3,-3.65319858655935
10.3,43.3,-3.64090075700208
10.4,43.3,-3.62860292744481
10.5,43.3,-3.61630509788754
10.6,43.3,-3.60400726833027
10.7,43.3,-3.591709438773
10.8,43.3,-3.57941160921573
10.9,43.3,-3.56711377965846
11,43.3,-3.55481595010119
11.1,43.3,-3.54251853795512
11.2,43.3,-3.53022366747211
11.3,43.3,-3.51793450559173
11.4,43.3,-3.50565499249929
11.5,43.3,-3.49338980593313
11.6,43.3,-3.48114425733062
11.7,43.3,-3.46892420061928
11.8,43.3,-3.45673598763055
11.9,43.3,-3.44458639814007
12,43.3,-3.4324825501629
12.1,43.3,-3.42043184931678
12.2,43.3,-3.40844193443981
12.3,43.3,-3.39652060134723
12.4,43.3,-3.38467575270097
12.5,43.3,-3.3729153470791
12.6,43.3,-3.3612473380883
12.7,43.3,-3.34967963047389
12.8,43.3,-3.33822003369853
12.9,43.3,-3.32687620725316
13,43.3,-3.3156556282558
13.1,43.3,-3.30456555489816
13.2,43.3,-3.29361297134996
13.3,43.3,-3.28280456570195
13.4,43.3,-3.27214670699069
13.5,43.3,-3.26164539450468
13.6,43.3,-3.25130623511322
13.7,43.3,-3.24113443732697
13.8,43.3,-3.23113477374259
13.9,43.3,-3.22131154801292
14,43.3,-3.21166860527819
14.1,43.3,-3.20220931319766
14.2,43.3,-3.19293652032393
14.3,43.3,-3.18385257378032
14.4,43.3,-3.17495931968278
14.5,43.3,-3.16625806673635
14.6,43.3,-3.15774939540959
14.7,43.3,-3.14943084780501
14.8,43.3,-3.14129769836691
14.9,43.3,-3.13334465078416
15,43.3,-3.12556590861219
15.1,43.3,-3.11795517471497
15.2,43.3,-3.11050563302032
15.3,43.3,-3.10320998884393
15.4,43.3,-3.09606048633734
15.5,43.3,-3.08904889545266
15.6,43.3,-3.0821665412423
15.7,43.3,-3.07540433780551
15.8,43.3,-3.06875278893297
15.9,43.3,-3.06220200291227
16,43.3,-3.05574173692885
16.1,43.3,-3.04936141198324
16.2,43.3,-3.04305012104141
16.3,43.3,-3.03679667397261
16.4,43.3,-3.03058962339611
16.5,43.3,-3.02441727694158
16.6,43.3,-3.01826773436086
16.7,43.3,-3.01212892114215
16.8,43.3,-3.005988607932
16.9,43.3,-2.99983444110921
17,43.3,-2.99365397882674
17.1,43.3,-2.98743471510844
17.2,43.3,-2.98116410993438
17.3,43.3,-2.97482962300629
17.4,43.3,-2.96841873871527
17.5,43.3,-2.96191899834348
17.6,43.3,-2.95531803217513
17.7,43.3,-2.94860358160533
17.8,43.3,-2.94176353020712
17.9,43.3,-2.93478593950757
18,43.3,-2.92765906529383
18.1,43.3,-2.92037138283908
18.2,43.3,-2.91291178811426
18.3,43.3,-2.90527212964765
18.4,43.3,-2.89744676876685
18.5,43.3,-2.88943043497452
18.6,43.3,-2.88121790776461
18.7,43.3,-2.87280414997995
18.8,43.3,-2.86418450820913
18.9,43.3,-2.85535474463689
19,43.3,-2.84631102933883
19.1,43.3,-2.83704995892269
19.2,43.3,-2.82756859676755
19.3,43.3,-2.81786446081897
19.4,43.3,-2.80793552649426
19.5,43.3,-2.7977802643622
19.6,43.3,-2.78739763778972
19.7,43.3,-2.7767870883927
19.8,43.3,-2.76594856028243
19.9,43.3,-2.75488251480286
20,43.3,-2.74358990170979
20.1,43.3,-2.7320721654384
20.2,43.3,-2.7203312711152
20.3,43.3,-2.70836967210827
20.4,43.3,-2.69619029881862
20.5,43.3,-2.6837965806357
20.6,43.3,-2.67119242491895
20.7,43.3,-2.65838218861611
20.8,43.3,-2.64537068636924
20.9,43.3,-2.63216318565694
21,43.3,-2.61876536637284
21.1,43.3,-2.60518331294034
21.2,43.3,-2.59142351807991
21.3,43.3,-2.57749284077
21.4,43.3,-2.56339848472732
21.5,43.3,-2.54914799793441
21.6,43.3,-2.53474923995157
21.7,43.3,-2.52021034895377
21.8,43.3,-2.50553973139714
21.9,43.3,-2.49074603931187
22,43.3,-2.47583768589264
22.1,43.3,-2.46082183173349
22.2,43.3,-2.44570551519056
22.3,43.3,-2.43049590461207
22.4,43.3,-2.41520024429664
22.5,43.3,-2.39982578084186
22.6,43.3,-2.38437976084531
22.7,43.3,-2.36886943090457
22.8,43.3,-2.35330203203746
22.9,43.3,-2.33768476938589
23,43.3,-2.32202478734521
23.1,43.3,-2.30632914528156
23.2,43.3,-2.29060478186204
23.3,43.3,-2.27485849303506
23.4,43.3,-2.25909691198895
23.5,43.3,-2.24332647262855
23.6,43.3,-2.22755338570912
23.7,43.3,-2.21178362648161
23.8,43.3,-2.19602290328869
23.9,43.3,-2.18027662558656
24,43.3,-2.16454990061981
24.1,43.3,-2.14884751226239
24.2,43.3,-2.13317388115195
24.3,43.3,-2.11753306579622
24.4,43.3,-2.10192875397005
24.5,43.3,-2.08636422467124
24.6,43.3,-2.0708423421909
24.7,43.3,-2.05536556250107
24.8,43.3,-2.03993590663874
24.9,43.3,-2.02455494084735
25,43.3,-2.00922379629222
10,43.4,-3.68825355230685
10.1,43.4,-3.67592120543534
10.2,43.4,-3.66358885856383
10.3,43.4,-3.65125651169231
10.4,43.4,-3.6389241648208
10.5,43.4,-3.62659181794929
10.6,43.4,-3.61425947107778
10.7,43.4,-3.60192712420627
10.8,43.4,-3.58959477733475
10.9,43.4,-3.57726243046324
11,43.4,-3.56493008359173
11.1,43.4,-3.55259814470078
11.2,43.4,-3.54026869088914
11.3,43.4,-3.52794483251259
11.4,43.4,-3.51563045317268
11.5,43.4,-3.50333017402398
11.6,43.4,-3.49104924992011
11.7,43.4,-3.47879347820481
11.8,43.4,-3.46656915412575
11.9,43.4,-3.45438300087481
12,43.4,-3.44224207988329
12.1,43.4,-3.43015374018514
12.2,43.4,-3.41812556403473
12.3,43.4,-3.4061652906635
12.4,43.4,-3.39428076614963
12.5,43.4,-3.38247989248742
12.6,43.4,-3.37077056669979
12.7,43.4,-3.35916063694828
12.8,43.4,-3.3476578561118
12.9,43.4,-3.33626982709751
13,43.4,-3.32500397043967
13.1,43.4,-3.31386748774623
13.2,43.4,-3.30286730660313
13.3,43.4,-3.29201005851736
13.4,43.4,-3.28130205594171
